genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Jazz,Cafe Jazz Deluxe,Outstanding Velvet Spirit,1a1ITByQQI2doef4yWurDD,37,0.978,0.63,1.3846,0.102,0.909,0.108,-22.869,0.0549,78.813,0.59
Children's Music,Kim Mitzo Thompson,"Rise Up, Shepherd and Follow / Go Tell It On the Mountain",5xfWFrVV8BpFCE2Rvg6nay,0,0.664,0.397,3.07355,0.317,2.69e-06,0.0903,-9.773,0.0324,113.301,0.346
Alternative,Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,68,0.123,0.784,2.6563666666666665,0.43,0.0,0.0887,-8.756,0.0364,127.087,0.236
Anime,Falcom Sound Team jdk,Gin No Ishi,4OfOIkSJ8cNyP2lj2McStC,13,0.00299,0.6,2.474,0.939,7.85e-05,0.0551,-7.317,0.0578,142.936,0.903
R&B,Patti LaBelle,Lady Marmalade,3GGcwG519BTMdvMeFy7meT,59,0.551,0.571,3.921116666666667,0.652,0.0,0.0598,-11.034,0.0499,117.956,0.947
Opera,José Carreras,Tosca: Dammi i colori ... Recondita armonia,5cEpK4fBzzx47fPd3809Fp,20,0.973,0.241,4.23155,0.157,0.00219,0.0928,-16.158,0.0446,90.281,0.106
Movie,Chorus,Om Namah Shivay,4BHvUODGrviofvI9TSOeL8,0,0.398,0.487,2.9644166666666667,0.434,0.0,0.0723,-14.814,0.0524,103.383,0.663
Ska,Black Flag,No Values,5bzcsGyyckTULQe8YSZFxf,27,0.356,0.374,1.9933333333333336,0.831,0.0,0.42,-13.086,0.0559,94.665,0.479
Comedy,Paul Mooney,Elvis' Gift,2X5r1EJVurQjhrcoAc0Xqu,15,0.771,0.485,1.2988833333333334,0.872,1.54e-05,0.974,-10.298,0.648,95.313,0.335
Reggaeton,Boy Wonder CF,Freakytona (feat. Plan B),3UvzbWp7P29Q4Z68zSwECX,33,0.417,0.939,3.094,0.738,0.0,0.344,-8.664,0.2,120.075,0.876
Electronic,Aphex Twin,Heliosphan,09opLVMX7cfKVKlP3iKZR1,44,0.455,0.345,4.8966666666666665,0.612,0.956,0.0854,-14.163,0.0416,130.743,0.126
Country,Jim Reeves,Welcome to My World,4xpjtAqc46tg04BzHTZnz2,60,0.725,0.341,2.5433333333333334,0.252,0.0594,0.287,-14.869,0.0288,81.058,0.399
Country,Chase Rice,Everybody We Know Does,6LcPSBPSYRTMG7brqZQ7aq,49,0.0115,0.572,3.693783333333333,0.841,0.0,0.101,-2.988,0.0609,136.978,0.606
Reggae,Dispatch,Flying Horses,5bO5xc5BHe1aTsaqyRZLNU,45,0.0535,0.465,5.39355,0.74,0.0,0.0853,-6.295,0.0791,112.193,0.644
Comedy,Sam Kinison,Sexual Diaries,3sSv9GZ8wnawrk9U5cRHlN,15,0.869,0.534,3.667333333333333,0.606,0.0,0.81,-16.995,0.889,91.11,0.354
Movie,Leigh Harline,"The Blue Fairy - From ""Pinocchio""/Score",1RWV6nVPGVYH1GZ1C6BwOv,0,0.968,0.216,3.4446666666666665,0.13,0.695,0.577,-20.641,0.0418,106.713,0.111
Movie,Leopold Stokowski,A Night On Bald Mountain,7tl6rqeKWf0R2kf1l7gyoo,14,0.799,0.292,7.416666666666667,0.2,0.126,0.0742,-16.863,0.0633,90.166,0.0671
Comedy,John Heffron,We Gotta Go Girl,760wIhXPulWFv8c7GeApjB,13,0.635,0.556,5.816,0.678,0.0,0.869,-11.873,0.919,110.631,0.405
R&B,Bandit Gang Marco,Feelings (feat. Miss Mulatto),3xcaggNjGq1uZaB5J33uDJ,39,0.441,0.766,3.5252166666666667,0.504,0.0,0.115,-10.603,0.424,109.732,0.583
Comedy,Eugene Mirman,"Touring My Set, but First Two Other Jokes",3sQsinIxbOgdcmPmk3l2RT,21,0.882,0.642,4.91645,0.892,0.0,0.655,-6.68,0.909,125.005,0.354
Ska,Tim Timebomb,My Bucket's Got a Hole in It,12pVwZouWlqdaZLgTLV6tr,25,0.737,0.654,2.11165,0.845,1.4e-05,0.181,-5.178,0.0689,164.042,0.937
Reggae,UB40,She Caught The Train,0nXqL255KzwyI52jtOeYWL,31,0.0569,0.823,3.29,0.527,0.22,0.0801,-14.377,0.0712,111.889,0.973
Electronic,Moby,Whispering Wind,1OjoBaxYvPKtzuirCbts3x,28,0.653,0.797,6.04445,0.297,0.902,0.106,-11.122,0.0533,92.002,0.232
Anime,Capcom Sound Team,Nemesis' Theme,4r0b5lOdbWCiTlWWjj7FPd,14,0.663,0.216,1.31555,0.161,0.862,0.161,-18.864,0.0346,126.268,0.0326
Jazz,Swingrowers,Butterfly,7m2kLMaT9wJomzIb7iIDTM,41,0.116,0.762,3.6194166666666665,0.896,1.31e-05,0.169,-5.433,0.0396,125.975,0.583
Comedy,Rodney Carrington,I'm Gonna Get a Pop Tart,4mnzZN7G7LXtLlZqeH3A7u,27,0.579,0.531,1.94355,0.632,0.0,0.953,-14.887,0.959,79.123,0.154
Alternative,Pantera,Drag the Waters,5t8sFMJ2aQaHqLnrAd4Q40,46,0.00413,0.524,4.92955,0.973,0.00623,0.242,-3.642,0.09,125.691,0.532
Indie,The Marías,Clueless,7mrEpwmQJ7qK1ik7ZjjcdD,64,0.653,0.829,3.7872333333333335,0.23,0.188,0.258,-16.559,0.0418,94.014,0.516
World,Beats Antique,Sweet Demure,0DyseRuxuImfbBYvqxJ0W2,24,0.0767,0.698,5.12245,0.553,0.336,0.107,-8.346,0.0648,96.015,0.36
Ska,Voodoo Glow Skulls,Don't Jump The Gun,6bTJ3CEshST1HkPmV38hLy,23,0.00108,0.246,2.82645,0.993,0.000909,0.265,-4.708,0.0697,169.215,0.653
Opera,Gioachino Rossini,"Péchés de vieillesse, Vol. 13 ""Musique anodine"": No. 6, Mi lagnerò tacendo. Allegretto moderato",5aCBMPwR7QFgF8R6AbibW2,8,0.992,0.438,2.546666666666667,0.241,0.0191,0.149,-14.187,0.172,165.196,0.182
Soundtrack,Jan A.P. Kaczmarek,Japan,7IBxMys3lgbfICxNb7sn6d,39,0.974,0.201,3.465333333333333,0.187,0.956,0.129,-19.223,0.0369,75.014,0.0705
World,Vineyard Worship,Lord reign in me,1eve26doW1ujO3FxdH7Hlo,30,0.246,0.42,3.9551166666666666,0.884,0.00269,0.966,-5.014,0.0381,91.124,0.5
Reggaeton,Olga Tanon,Mi Perdon,4dNNrlHSDCS64icCYPQZlO,21,0.139,0.704,3.016,0.642,3.6e-05,0.309,-9.147,0.0337,91.817,0.863
Reggae,Steel Pulse,Throne Of Gold,23GuZ9crtV50nrB4XuiF7E,40,0.0927,0.77,4.47845,0.556,0.0,0.0713,-11.033,0.0575,78.052,0.837
Electronic,!!!,Slyd,0BjOgTLP0kLC88XqMoyrv8,39,0.0626,0.858,4.248666666666667,0.717,0.243,0.216,-8.734,0.0995,120.004,0.582
Rock,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",1gFNm7cXfG1vSMcxPpSxec,67,0.232,0.818,3.1493333333333333,0.728,0.0642,0.251,-8.331,0.0314,113.059,0.975
Comedy,Christopher Titus,Checkpoint,5KXpD5qWv0S6qmFeehrexW,24,0.725,0.545,5.290216666666667,0.587,0.0,0.565,-15.744,0.942,80.257,0.18
Alternative,Chloe x Halle,Wolf at Your Door,38g9lahtYH0vKHXYvdZjWs,49,0.0714,0.256,3.95555,0.8,0.0002,0.262,-5.899,0.0636,82.349,0.143
Electronic,Death In Vegas,Honey,63tjBysMkYOHJMEjEL0ODD,33,0.792,0.392,5.56,0.644,0.914,0.127,-14.835,0.128,125.006,0.321
World,Planetshakers,Made For Worship - Live,5VZ88o8TmG2FsJ3VBWngYW,43,0.0076,0.344,6.220883333333333,0.83,0.0,0.148,-4.565,0.0478,151.877,0.216
Children's Music,The Hit Crew Kids,Jingle Bells,6k7ggofd8SNZRJGrVnQIKP,0,0.235,0.37,2.15755,0.76,0.0,0.0825,-5.15,0.032,180.444,0.969
Alternative,HELLYEAH,Welcome Home,3u3zJrKRNNgNEl7rfDHDcN,53,0.00045,0.452,4.541716666666667,0.956,0.0,0.233,-3.239,0.0886,100.223,0.183
Anime,LiSA,Believe in Ourselves,23cG53GcpnkMZETqwmOEg5,25,0.0138,0.452,4.798666666666667,0.985,0.000953,0.101,-1.578,0.224,177.924,0.357
World,Rodrigo y Gabriela,Ixtapa,6XaZltpRqZSSvqEIKKin1w,25,0.834,0.377,5.2328833333333336,0.784,0.947,0.113,-8.96,0.0304,115.755,0.502
Rap,guardin,i think you're really cool,78cIbVjU1xn7mbQ9i35avl,54,0.904,0.503,2.6776833333333334,0.446,0.0,0.303,-6.279,0.0547,174.062,0.476
Movie,Dick Van Dyke,Put On A Face,4hlVChVjZxIEi5IhjjGLpo,1,0.764,0.496,3.28,0.252,0.000139,0.148,-14.254,0.101,173.191,0.743
Children's Music,The Hit Crew Kids,I'll Be Home For Christmas,3KCDTEe2G98fXmtosRGpOG,0,0.528,0.717,2.443783333333333,0.251,0.0,0.119,-12.564,0.043,131.919,0.281
Ska,Anti-Flag,Their System Doesn't Work for You (Re-Mastered),5PfBUUj3KWSkvUDYlZSABq,26,0.000734,0.433,2.446,0.966,0.0475,0.0744,-3.07,0.0819,105.189,0.534
Opera,Georges Bizet,"Carmen / Act 1: ""L'amour est un oiseau rebelle"" (Havanaise)",0fUqn2yKFlSsiq3raa9loD,26,0.984,0.374,4.383333333333334,0.025,0.0,0.21,-23.069,0.073,117.537,0.259
Alternative,Oliver Tree,All That,0NTLVDuMzv9HIDsahKnioC,63,0.0656,0.734,2.783183333333333,0.574,0.0,0.443,-5.916,0.261,134.866,0.366
Alternative,Weezer,No Scrubs,3wQxUfquHLpgHoU6fo8Z50,53,0.188,0.69,3.171333333333333,0.798,0.0,0.111,-3.347,0.039,92.967,0.645
Alternative,As I Lay Dying,My Own Grave,2QcHIZFd5Meeroa1HB1L90,58,0.000109,0.474,4.221966666666667,0.995,0.00976,0.05,-4.316,0.279,125.025,0.0394
Blues,Deep Purple,Woman from Tokyo - Single Edit; 2002 Remaster [Single Edit],1U8ZYzMvZcZEwCUDqU6Zo4,31,0.0124,0.61,2.7477833333333335,0.732,0.000703,0.159,-10.201,0.0302,127.32,0.64
Reggae,Sublime,D.J.'s,0dUQI22joLSJc0kSLNnRi4,45,0.156,0.776,3.296883333333333,0.566,1.32e-05,0.284,-9.506,0.242,96.783,0.647
Blues,The Black Keys,Oceans & Streams,0RRS27vZj5U0N2eIBctL4K,36,0.0817,0.46,3.4266666666666667,0.878,5.58e-05,0.122,-5.564,0.0464,96.493,0.533
Jazz,Laura Fygi,Vincent,2lnbHAKvq36iBLexF3aU3l,45,0.918,0.47,4.0146,0.191,0.0,0.199,-13.681,0.038,95.515,0.422
Reggaeton,Jadiel,Mala,6BLbeoDRNIW09gNiUgeLle,31,0.067,0.722,3.634,0.761,1.68e-06,0.448,-5.583,0.049,95.994,0.571
Children's Music,Nursery Rhymes and Kids Songs,Ten in the Bed,4y5jq8MzZdOZOzYjzT2gz0,1,0.0225,0.545,2.765083333333333,0.82,0.00177,0.36,-9.429,0.0301,91.816,0.866
Folk,Annie Lennox,A Thousand Beautiful Things,2E69zptZWLWSMBArSJLUAa,55,0.286,0.463,3.120216666666667,0.359,0.0,0.171,-10.474,0.0304,79.64,0.0769
Reggae,Jah Sun,Never Give Up,7135h6VOwSPkCEw3rUUlpG,45,0.0603,0.742,3.5408833333333334,0.878,0.0,0.169,-5.081,0.0814,90.042,0.752
Classical,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Var. 33, Tempo di menuetto. Moderato",0rWkspmUEe1ds7RpTv7A8A,18,0.992,0.378,4.459116666666667,0.0384,0.921,0.075,-27.837,0.0421,112.912,0.141
Dance,B.o.B,Not For Long (feat. Trey Songz),6H75Ki32BRrJFQeDNR05s1,47,0.0936,0.837,3.5918,0.662,0.00057,0.113,-5.104,0.0486,100.054,0.679
Ska,The Aggrolites,The Sufferer,7CIkVsMZVawdsi18E8LQmy,29,0.12,0.636,3.1568833333333335,0.731,0.0128,0.285,-6.875,0.0353,153.435,0.963
Alternative,Linkin Park,Forgotten,7kxM3UJwN6rHAW5kwdlAHK,57,0.0132,0.615,3.24045,0.947,0.0,0.366,-3.817,0.11,108.193,0.498
Jazz,OJ Son,Chapter I,1ugFIKpHJ0yXNYWWugQdDh,48,0.000579,0.505,2.5,0.527,0.975,0.0459,-9.116,0.132,179.825,0.722
Blues,Muddy Magnolias,Why Don't You Stay?,44CgGAQHAxrRWRSNS9mFQ8,25,0.783,0.405,4.554883333333334,0.485,0.0,0.18,-6.228,0.0409,129.48,0.371
Jazz,Michal Urbaniak,A Day In The Park,6jiE09ULH5TAAXMfxQNZE6,34,0.692,0.456,3.9222166666666665,0.618,0.0445,0.592,-11.213,0.045,99.372,0.308
R&B,Mary J. Blige,Mary Jane (All Night Long),2zwmugV2IbUwKq5JgOWEpv,44,0.154,0.786,4.654,0.3,3.85e-05,0.0805,-9.521,0.0529,87.222,0.879
Indie,Triathalon,I Want It,3vYUizKWaqjYNrQni03kHE,43,0.00549,0.668,2.660833333333333,0.628,0.847,0.0924,-8.983,0.0663,137.904,0.606
Ska,The Lawrence Arms,Jumping the Shark,2JUb4zP2vWGe6t2926lTKM,24,0.00732,0.359,2.58155,0.684,3.89e-06,0.214,-6.307,0.057,131.961,0.341
Folk,Tommy James,Crimson And Clover,6FEKEO3y7QFcMwoGeR0GtU,55,0.275,0.456,3.4966666666666666,0.609,0.0198,0.108,-11.767,0.068,84.441,0.682
Anime,Capcom Sound Team,"The First Malformation of ""G""",1oLDjc2vlygr0Bzwd9MmZj,15,0.857,0.527,2.324,0.329,0.884,0.148,-15.485,0.0343,137.812,0.365
Pop,Dishwalla,Counting Blue Cars (Tell Me Your Thoughts On God),6B618H5CuCdEzcVs0NKTlt,60,0.0105,0.461,4.865116666666666,0.802,2.18e-05,0.253,-4.279,0.029,100.179,0.384
Anime,Yoshihisa Hirano,トモダチ 二 ナロウヨ :),2cmLCctYslabwaMWkowFET,16,0.975,0.527,0.9088833333333334,0.392,0.384,0.213,-10.033,0.0341,116.072,0.327
Soul,St. Paul & The Broken Bones,Sanctify,26Vcf2qFrnaa0pFJkGFh61,55,0.103,0.418,5.927116666666667,0.344,0.198,0.214,-8.42,0.0391,111.709,0.231
Electronic,Boards of Canada,Slow This Bird Down,3htO9aATRyGh3SC72v91hW,37,0.635,0.581,6.15245,0.374,0.937,0.368,-13.496,0.0312,133.676,0.0399
Opera,Richard Wagner,Wagner: Tristan und Isolde: Prelude to Act 1,59gpDDaxxRhcpQAgnrHp1U,24,0.974,0.0831,10.868883333333333,0.0855,0.76,0.188,-21.506,0.0424,83.955,0.025
Hip-Hop,Vic Mensa,Reverse (feat. G-Eazy),5Vvu6MkyvNVdbsD5oV49Aw,55,0.031,0.836,3.53155,0.703,0.0,0.124,-4.731,0.106,144.959,0.211
Classical,Felix Mendelssohn,"Organ Sonata in A Major, Op. 65 No. 3, MWV W58: II. Andante tranquillo",5rsDI5AIhQwE6ivhfQsjMQ,31,0.975,0.266,2.56455,0.00949,0.892,0.0998,-36.154,0.0422,126.206,0.0693
Children’s Music,Real Friends,Late Nights in My Car,2bXGRGKziIwa0msWlMoZ7w,49,0.0136,0.452,3.3579,0.974,0.0,0.336,-2.976,0.0892,96.938,0.318
Reggaeton,R.K.M & Ken-Y,Dime,7BVMKgnFX8dVye2bzp36Z2,40,0.419,0.752,4.39555,0.536,7.59e-06,0.124,-7.422,0.0747,133.985,0.725
Hip-Hop,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),2RPbEp0DyBVlkRvvYKopO7,69,0.151,0.706,5.51305,0.688,0.0,0.466,-6.357,0.269,125.966,0.313
Folk,Damien Jurado,Museum of Flight,3jPiv3uw7BUSkhdOuxUxkq,47,0.708,0.61,2.84845,0.401,0.0057,0.11,-9.844,0.0345,110.164,0.149
Ska,Mad Caddies,Lay Your Head Down,5R6inxdvo8YYlc9GoKrIG9,33,0.00371,0.623,3.4702166666666665,0.765,1.1e-06,0.268,-4.216,0.029,89.044,0.8
Rock,blink-182,Every Time I Look For You,0V7Wn8Fry7KBO5stYqpFvM,61,0.00166,0.502,3.0911166666666667,0.96,0.0,0.377,-2.998,0.0484,128.228,0.625
Movie,Chorus,Beautiful Kashmir,0kiZHaZa5C3khHqks2A4p6,0,0.962,0.551,4.014,0.285,0.000958,0.28,-13.49,0.0556,115.473,0.64
Movie,Julie Andrews,Oh Dear What Can the Matter Be,5ky18JCg9BnSLMpdyA9rjF,15,0.959,0.268,4.233783333333333,0.233,0.0,0.654,-12.931,0.0342,94.936,0.204
Electronic,Yellow Claw,Roller,7eHVO3CIWzbFt1O9Mk3xaR,41,0.0718,0.624,3.2890333333333333,0.83,0.024,0.739,-3.646,0.0415,139.948,0.432
Anime,Kobasolo,Sayonara Smile feat. Asako,57xHvazKQAIZ7LLl7AJiY2,21,0.131,0.481,5.1626666666666665,0.538,0.000132,0.13,-5.266,0.0262,78.841,0.358
Anime,Yuki Hayashi,君の力,09SnuNW7yaGdUDjl5QcTt0,26,0.658,0.454,2.8851166666666668,0.62,0.486,0.0899,-11.731,0.052,104.954,0.0388
Comedy,The Jerky Boys,Scaffholding,6h7m6FxQlJvIm9RD9hv5cT,12,0.972,0.736,1.1122166666666666,0.528,0.0,0.743,-10.482,0.928,80.272,0.869
Electronic,Eptic,Flesh Eaters,2rhyG6LI2mcgJUZv8P9G8k,30,0.0301,0.622,3.751716666666667,0.923,0.000133,0.186,-3.573,0.446,144.947,0.14
Pop,Poppy Ackroyd,Time,1YhRsh9PMKaDXXKoWUzqTQ,62,0.992,0.186,5.861866666666667,0.0615,0.86,0.101,-23.325,0.0398,177.192,0.068
Dance,Ella Vos,00000 Million - Recorded at Spotify Studios NYC,1WnSNeXgZUs9lfEv3rAFXH,56,0.235,0.589,2.8390333333333335,0.28,0.011,0.393,-13.068,0.0444,145.752,0.109
Reggaeton,Alex Rose,Percocet,4ENaPqnz1GMmQvYKd4h8nO,47,0.429,0.78,3.9692,0.57,1.59e-05,0.106,-7.106,0.075,130.054,0.452
Folk,Simon & Garfunkel,"Me and Julio Down by the Schoolyard - Live at Central Park, New York, NY - September 19, 1981",48mETFQ8n1Cq04eR32eyAn,47,0.185,0.552,3.7948833333333334,0.76,8.73e-06,0.757,-13.911,0.0949,95.442,0.555
Children's Music,Juice Music,Simple Simon,4Z3yLX6Rh24SA8G0KfEjJ2,0,0.792,0.859,0.54355,0.329,3.22e-06,0.0662,-15.526,0.0606,118.095,0.92
Jazz,Gábor Szabó,Ferris Wheel,3jTrC5U3Jto9NU7sSdG8qm,36,0.706,0.444,5.434,0.305,0.897,0.112,-14.263,0.0356,119.574,0.406
World,AfroCubism,Para Los Pinares Se Va Montoro,29HHPNiYMVlDF9uVnaQYkO,36,0.845,0.541,4.226,0.567,0.00026,0.134,-8.909,0.0386,94.183,0.879
Reggaeton,Neutro Shorty,Infieles,4r3zdlw3T9f8L4QuPo8Y41,39,0.177,0.769,4.200316666666667,0.572,0.0,0.161,-8.426,0.168,140.016,0.289
Hip-Hop,SAINt JHN,God Bless the Internet,1VpboWlDInrooavFza6m3k,56,0.486,0.741,3.8333166666666663,0.512,0.0,0.143,-9.568,0.34,87.022,0.671
Folk,The Shins,The Past And Pending,1eCQLMdAwweBZUWjd0Qrck,46,0.855,0.585,5.39845,0.309,0.123,0.0882,-12.976,0.0386,118.862,0.146
Electronic,GTA,Botellas,5WVs8bBPjPixWOJYl6lX7B,37,0.00228,0.731,3.952933333333333,0.688,0.000818,0.12,-5.617,0.0808,169.934,0.601
Soundtrack,Mychael Danna,Christ in the Mountains,1B0nIiqlceXQtb6mQsSuf3,31,0.809,0.229,1.21955,0.105,0.935,0.28,-24.832,0.0334,133.095,0.101
Rap,Macklemore,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,76,0.446,0.712,4.00845,0.51,2.46e-05,0.112,-8.162,0.0633,122.964,0.268
World,Don Moen,Your Grace Will Lead Us Home,4IbUbDQ2gtJBaeER777ISB,39,0.459,0.206,6.671333333333333,0.571,8.57e-06,0.822,-6.248,0.037,140.893,0.291
Indie,Lotte Kestner,Halo,5mVDhLnXTHlBWJnMHXa9Qs,66,0.952,0.576,4.498666666666667,0.121,0.00111,0.1,-17.343,0.036,116.826,0.063
Blues,Gary U.S. Bonds,Out Of Work,023ANytNFEk7vglingnI4p,29,0.0626,0.748,2.9006666666666665,0.791,1.29e-06,0.205,-6.845,0.033,116.899,0.983
Soundtrack,Ramin Djawadi,Heart-Shaped Box - Piano,0tkfa09d3dMkE1frJLHYXg,36,0.974,0.46,1.9505666666666663,0.0961,0.94,0.106,-26.594,0.0656,79.753,0.042
Soundtrack,Benjamin Wallfisch,Paper Boat,4XBtWxASBAJC8U2v73EWp2,29,0.884,0.216,1.9191166666666664,0.0527,0.865,0.0582,-23.777,0.0329,68.717,0.0386
Hip-Hop,Drake,Sandra’s Rose,6cblRiEGDRNZgowcm951R3,70,0.0481,0.487,3.60555,0.849,0.0,0.143,-5.432,0.246,152.093,0.52
Classical,Wolfgang Amadeus Mozart,"Piano Quartet No. 1 in G Minor, K. 478: I. Allegro",4wBXEpgnkXMPXkCUGbIQRz,25,0.974,0.348,11.38555,0.114,0.75,0.092,-20.541,0.0379,126.654,0.243
Reggaeton,Almighty,Lazy Town,3fp5kDFgIOTkN4XoWip3mN,22,0.0567,0.565,3.7043666666666666,0.827,0.0,0.0936,-1.306,0.242,176.2,0.512
Soundtrack,Nicholas Britell,P.B.A.,3V8izqcraK4fiBAW4M5COO,43,0.9,0.0779,1.8497833333333331,0.217,0.925,0.0768,-24.741,0.0477,80.878,0.0974
Ska,Big D and the Kids Table,A Kiss A Week,2Qy2WXyAZ9pth8Kb9TgGy9,26,0.158,0.66,3.88645,0.839,0.0,0.676,-5.326,0.0599,157.954,0.968
Electronic,Mira (Berlin),Leila,1LW5BwY4nUGJdS0z4UcjuJ,48,0.204,0.811,7.760416666666667,0.487,0.9,0.101,-11.086,0.0633,115.998,0.0646
Soundtrack,Thomas Newman,Eve Retrieve,0kr0fjqjf8QEkHklvT822H,25,0.943,0.283,2.32555,0.511,0.874,0.0861,-8.19,0.0355,124.784,0.0483
Blues,Stevie Ray Vaughan,"Come On, Pt. III - 1984 Version",38zQiwO1f8l7wEuCJAp1TC,28,2.14e-05,0.337,4.560883333333333,0.585,0.194,0.143,-9.884,0.0296,151.816,0.683
Alternative,The Strokes,Under Cover of Darkness,6u0x5ad9ewHvs3z6u9Oe3c,64,0.00419,0.357,3.9257833333333334,0.775,0.285,0.0676,-3.364,0.054,199.853,0.589
Movie,Jonathan Freeman,"You're Only Second Rate - From ""The Return of Jafar"" / Soundtrack Version",3sJyQFUyVbBf20Y0gV80VU,26,0.53,0.475,2.0877833333333333,0.442,0.0,0.309,-15.611,0.484,177.113,0.728
Soundtrack,Ramin Djawadi,Casterly Rock,2Y5rnqTEh3CISQBIMtbp2G,44,0.715,0.293,2.3893333333333335,0.43,0.831,0.104,-14.706,0.0592,113.301,0.128
Soul,Durand Jones & The Indications,"I Can't Do Without You - Live from Bloomington, IN",4t1BbBGkkiLltjdSic0eFM,36,0.0825,0.534,3.296883333333333,0.829,6.36e-05,0.346,-4.147,0.0372,83.831,0.798
Rap,ShooterGang Kony,Skoompin',1aEvsjCo142yxn02ACMCd7,53,0.148,0.772,2.6416,0.623,0.0,0.408,-6.149,0.354,102.953,0.692
Hip-Hop,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),0IfQ3quSR1gDREyXure6Yx,60,0.0148,0.75,3.3379333333333334,0.666,0.0,0.108,-6.313,0.185,145.015,0.531
Children's Music,Enzo Garcia,Caterpillar,7ujmGZq4wLkJYcO9vj5Krg,1,0.245,0.871,1.8246666666666669,0.154,1.59e-05,0.34,-23.162,0.775,115.178,0.134
Soundtrack,James Newton Howard,Dumbledore,5JonjEqytzObiWBx7s4Jif,39,0.935,0.0834,2.187333333333333,0.0737,0.954,0.081,-25.471,0.0405,83.035,0.0635
Alternative,Red Hot Chili Peppers,Slow Cheetah,06wTEKL2rSrSaOjFtgG8fj,55,0.082,0.39,5.332216666666667,0.344,0.000141,0.0715,-7.804,0.0376,178.102,0.244
Movie,Shelby Flint,Cast Your Fate To The Wind,2b9e6tO9HYGTg0WaHw3X3p,15,0.583,0.366,2.0866666666666664,0.401,0.000377,0.144,-6.766,0.0314,108.462,0.71
Soul,88GLAM,Bali Remix (feat. NAV & 2 Chainz) - Remix,2lrfggz3bEjjjEzQiMnB2p,46,0.134,0.7,4.3213333333333335,0.504,0.0,0.123,-6.036,0.0393,79.013,0.336
Comedy,Andrew Dice Clay,Dice The Advocate - Live At Govenors/1991,5PSTAlLlF3T9bEqvQKyKLe,14,0.678,0.518,2.57,0.796,0.0,0.94,-12.961,0.909,106.588,0.412
Alternative,Yeah Yeah Yeahs,Maps,0hDQV9X1Da5JrwhK8gu86p,62,0.000413,0.502,3.66645,0.94,0.542,0.553,-5.178,0.084,119.762,0.144
Electronic,A-Trak,We All Fall Down (feat. Jamie Lidell) - JayKode Remix,3cHszZG7XQwMn7MaodOmaE,28,0.129,0.558,3.230183333333333,0.812,0.000989,0.511,-5.727,0.0475,150.025,0.57
Comedy,Norm MacDonald,Hidden Track,1HvpXA82huLNxU36whzp6H,18,0.763,0.546,6.316666666666666,0.641,0.0,0.734,-9.323,0.91,131.39,0.131
Reggaeton,Lil Santana,No,5B2b4A3kTj8CZx7QhF4AFz,26,0.184,0.759,3.1296666666666666,0.814,0.0,0.368,-3.096,0.0924,94.957,0.812
Indie,Morgan Saint,YOU,1DjjssAfCcElLoXDVRLq0Q,51,0.841,0.385,3.86355,0.413,0.000968,0.128,-11.058,0.0696,143.225,0.153
Alternative,Brandon Heath,Got the Love (feat. Tauren Wells),6lK1DXEJH7MCXFhW5Oq0Oq,41,0.0127,0.688,3.6571166666666666,0.636,0.0,0.323,-5.436,0.0634,105.004,0.581
R&B,Ty Dolla $ign,Dawsin's Breek (feat. Jeremih),3z9xNouuYUaVLizmZdVkpR,52,0.00963,0.907,2.7533333333333334,0.709,4.44e-06,0.106,-3.339,0.0594,129.007,0.439
Ska,NOFX,Whatever Didi Wants,2a2eBM184QhJgOSGqoKPt5,33,0.00354,0.607,3.0377833333333335,0.889,3.34e-05,0.148,-8.297,0.0382,90.267,0.502
Dance,Shakira,Trap (feat. Maluma),7GncL3nyKUjsEm8Z5gvTpW,64,0.556,0.774,3.330216666666667,0.504,0.0,0.128,-6.843,0.0552,132.009,0.323
Pop,Camila,Mientes,5EhzE6HJaCcLFrf5rPqvpk,71,0.0824,0.331,3.4193333333333333,0.592,0.0,0.109,-6.127,0.0371,170.436,0.312
Jazz,VOLA,Stray The Skies,1TRnYoD4ICAX6FRxcRQ2sM,40,4.31e-05,0.347,4.22245,0.854,0.0,0.155,-4.489,0.0411,77.016,0.41
Alternative,Francesca Battistelli,Write Your Story,0wWDNsLRUuXFGRd4NcrdrR,47,0.026,0.653,3.399016666666667,0.803,0.000108,0.0903,-5.95,0.034,94.009,0.625
Indie,Birgir,Can You Feel It,6rC55vFj1dBuxN5zjuOIF1,60,0.0208,0.606,3.2302166666666667,0.685,0.000928,0.107,-7.486,0.0343,116.994,0.224
Country,Florida Georgia Line,Every Night,5Z2gIlGW3YwlOuxHUvDCSH,51,0.000615,0.502,3.1006666666666667,0.928,5.87e-06,0.108,-3.901,0.0402,135.068,0.76
Children’s Music,Bad Suns,Cardiac Arrest,6zQyu8L8yUuJkl6LbQ6iKU,63,0.0521,0.616,3.0419666666666667,0.88,0.000717,0.0539,-3.59,0.042,94.011,0.751
